"No.","External ID","Name","Name 2","Address","Address 2","County","Post Code","City","Country/Region Code","Phone No.","Telex No.","Fax No.","Telex Answer Back","Territory Code","Currency Code","Language Code","Salesperson Code","VAT Registration No.","Email","Home Page","Type","Company Name","Company No.","First Name","Middle Name","Surname","Job Title","Initials","Extension No.","Mobile Phone No.","Pager","Organizational Level Code","Exclude from Segment","Correspondence Type","Salutation Code"
"CT000207","","Mr. David Campbell","","8 Grovenors Park","","","N16 34Z","London","GB","","","","","LND","","ENG","RL","","mr.david.campbell@contoso.com","","Person","Boybridge Tool Mart","CT000206","Mr.","David","Campbell","","","","","","","No"," ","COMPANY"
"CT000208","","WoodMart Supply Co.","","12 Industrial Heights","","","SA3 7HI","Stratford","GB","","","","","MID","","ENG","RL","741852963","woodmart.supply.co@contoso.com","","Company","WoodMart Supply Co.","CT000208","","","","","","","","","","No"," ","COMPANY"
"CT000209","","Mr. Joseph Matthews","","12 Industrial Heights","","","SA3 7HI","Stratford","GB","","","","","MID","","ENG","RL","","mr.joseph.matthews@contoso.com","","Person","WoodMart Supply Co.","CT000208","Mr.","Joseph","Matthews","","","","","","","No"," ","COMPANY"
"CT000210","","Technische Betriebe Rotkreuz","","Seedamm 18","","","CH-6343","Rotkreuz","CH","","","","","FOREIGN","CHF","DES","RL","CHE-451.456.123MWST","technische.betriebe.rotkreuz@contoso.com","","Company","Technische Betriebe Rotkreuz","CT000210","","","","","","","","","","No"," ","COMPANY"
"CT000211","","Herrn Michael Ruggiero","","Seedamm 18","","","CH-6343","Rotkreuz","CH","","","","","FOREIGN","","DES","RL","","herrn.michael.ruggiero@contoso.com","","Person","Technische Betriebe Rotkreuz","CT000210","Herrn","Michael","Ruggiero","","","","","","","No"," ","COMPANY"
"CT000212","","Matter Transporte","","Industrie","","","CH-4133","Pratteln","CH","","","","","FOREIGN","CHF","DES","RL","CHE-321.456.789 TVA","matter.transporte@contoso.com","","Company","Matter Transporte","CT000212","","","","","","","","","","No"," ","COMPANY"
"CT000213","","Herrn Michael Pfeiffer","","Industrie","","","CH-4133","Pratteln","CH","","","","","FOREIGN","","DES","RL","","herrn.michael.pfeiffer@contoso.com","","Person","Matter Transporte","CT000212","Herrn","Michael","Pfeiffer","","","","","","","No"," ","COMPANY"
"CT000214","","Kradolf Zimmerdecke AG","","Erlenstrasse 5","","","CH-6405","Immensee","CH","","","","","FOREIGN","CHF","DES","RL","CHE-145.654.457 IVA","kradolf.zimmerdecke.ag@contoso.com","","Company","Kradolf Zimmerdecke AG","CT000214","","","","","","","","","","No"," ","COMPANY"
"CT000215","","Herrn Dick Dievendorff","","Erlenstrasse 5","","","CH-6405","Immensee","CH","","","","","FOREIGN","","DES","RL","","herrn.dick.dievendorff@contoso.com","","Person","Kradolf Zimmerdecke AG","CT000214","Herrn","Dick","Dievendorff","","","","","","","No"," ","COMPANY"
"CT000216","","Mortimor Car Company","","43 Industrial Heights","","","SA3 7HI","Stratford","GB","","","","","MID","","ENG","RL","741852979","mortimor.car.company@contoso.com","","Company","Mortimor Car Company","CT000216","","","","","","","","","","No"," ","COMPANY"
"CT000217","","Mr. Andrew R. Hill","","43 Industrial Heights","","","SA3 7HI","Stratford","GB","","","","","MID","","ENG","RL","","mr.andrew.r.hill@contoso.com","","Person","Mortimor Car Company","CT000216","Mr. Andrew","R.","Hill","","","","","","","No"," ","COMPANY"
"CT000218","","Mundersand Corporation","","21 W. Arthur St.","","","CA-ON P7A 4K8","Thunder Bay","CA","","","","","FOREIGN","CAD","ENC","RL","","mundersand.corporation@contoso.com","","Company","Mundersand Corporation","CT000218","","","","","","","","","","No"," ","COMPANY"
"CT000219","","Mr. Mike Hines","","21 W. Arthur St.","","","CA-ON P7A 4K8","Thunder Bay","CA","","","","","FOREIGN","","ENC","RL","","mr.mike.hines@contoso.com","","Person","Mundersand Corporation","CT000218","Mr.","Mike","Hines","","","","","","","No"," ","COMPANY"
"CT000220","","NewCaSup","","12002 Simcoe St.","","","CA-ON M5E 1G5","Toronto","CA","","","","","FOREIGN","CAD","ENC","RL","","newcasup@contoso.com","","Company","NewCaSup","CT000220","","","","","","","","","","No"," ","COMPANY"
"CT000221","","Mr. Toby Nixon","","12002 Simcoe St.","","","CA-ON M5E 1G5","Toronto","CA","","","","","FOREIGN","","ENC","RL","","mr.toby.nixon@contoso.com","","Person","NewCaSup","CT000220","Mr.","Toby","Nixon","","","","","","","No"," ","COMPANY"
"CT000222","","OakvilleWorld","","1 Sherwood Heights Dr.","","","CA-ON L6J 3J3","Oakville","CA","","","","","FOREIGN","CAD","ENC","RL","","oakvilleworld@contoso.com","","Company","OakvilleWorld","CT000222","","","","","","","","","","No"," ","COMPANY"
"CT000223","","Mr. Sean P. Alexander","","1 Sherwood Heights Dr.","","","CA-ON L6J 3J3","Oakville","CA","","","","","FOREIGN","","ENC","RL","","mr.sean.p.alexander@contoso.com","","Person","OakvilleWorld","CT000222","Mr. Sean","P.","Alexander","","","","","","","No"," ","COMPANY"
"CT000224","","Malay-Dan Export Unit Sdn Bhd","","12, Jalan Ampang","","","MY-50450","AMPANG, Kuala Lumpur","MY","","","","","FOREIGN","MYR","ENU","RL","","malay-dan.export.unit.sdn.bhd@contoso.com","","Company","Malay-Dan Export Unit Sdn Bhd","CT000224","","","","","","","","","","No"," ","COMPANY"
"CT000225","","Mr. Fabrice Perez","","12, Jalan Ampang","","","MY-50450","AMPANG, Kuala Lumpur","MY","","","","","FOREIGN","","ENU","RL","","mr.fabrice.perez@contoso.com","","Person","Malay-Dan Export Unit Sdn Bhd","CT000224","Mr.","Fabrice","Perez","","","","","","","No"," ","COMPANY"
"CT000226","","KDHSL99 Sdn Bhd","","220, Jalan Limbongan","","","MY-42000","PELABUHAN KLANG, Selangor","MY","","","","","FOREIGN","MYR","ENU","RL","","kdhsl99.sdn.bhd@contoso.com","","Company","KDHSL99 Sdn Bhd","CT000226","","","","","","","","","","No"," ","COMPANY"
"CT000227","","Mr. Toh Chin Theng","","220, Jalan Limbongan","","","MY-42000","PELABUHAN KLANG, Selangor","MY","","","","","FOREIGN","","ENU","RL","","mr.toh.chin.theng@contoso.com","","Person","KDHSL99 Sdn Bhd","CT000226","Mr. Toh","Chin","Theng","","","","","","","No"," ","COMPANY"
"CT000228","","Tengah Butong Sdn Bhd","","4KM Jalan Tuaran","","","MY-88100","KOTA KINABALU, Sabah","MY","","","","","FOREIGN","MYR","ENU","RL","","tengah.butong.sdn.bhd@contoso.com","","Company","Tengah Butong Sdn Bhd","CT000228","","","","","","","","","","No"," ","COMPANY"
"CT000229","","Mrs. Anisah Yoosoof","","4KM Jalan Tuaran","","","MY-88100","KOTA KINABALU, Sabah","MY","","","","","FOREIGN","","ENU","RL","","mrs.anisah.yoosoof@contoso.com","","Person","Tengah Butong Sdn Bhd","CT000228","Mrs.","Anisah","Yoosoof","","","","","","","No"," ","COMPANY"
"CT000230","","Texpro Maroc","","1, Rue la rennaissance","","","MA-20000","CASABLANCA","MA","","","","","FOREIGN","MAD","","RL","","texpro.maroc@contoso.com","","Company","Texpro Maroc","CT000230","","","","","","","","","","No"," ","COMPANY"
"CT000231","","M. Charaf HAMZAOUI","","1, Rue la rennaissance","","","MA-20000","CASABLANCA","MA","","","","","FOREIGN","","","RL","","m.charaf.hamzaoui@contoso.com","","Person","Texpro Maroc","CT000230","M.","Charaf","HAMZAOUI","","","","","","","No"," ","COMPANY"
"CT000232","","Top Bureau","","26, Rue Ahmed Faris","","","MA-90000","KASBAH TANGER","MA","","","","","FOREIGN","MAD","","RL","","top.bureau@contoso.com","","Company","Top Bureau","CT000232","","","","","","","","","","No"," ","COMPANY"
"CT000233","","M. Fadi FAKHOURI","","26, Rue Ahmed Faris","","","MA-90000","KASBAH TANGER","MA","","","","","FOREIGN","","","RL","","m.fadi.fakhouri@contoso.com","","Person","Top Bureau","CT000232","M.","Fadi","FAKHOURI","","","","","","","No"," ","COMPANY"
"CT000234","","Comacycle","","38, Rue Ahmed Arabi","","","MA-20800","MOHAMMEDIA","MA","","","","","FOREIGN","MAD","","RL","","comacycle@contoso.com","","Company","Comacycle","CT000234","","","","","","","","","","No"," ","COMPANY"
"CT000235","","Big 5 Video","","32 Railway Street","","","ZA-3900","Richards Bay","ZA","","","","","FOREIGN","ZAR","ENU","RL","","big.5.video@contoso.com","","Company","Big 5 Video","CT000235","","","","","","","","","","No"," ","COMPANY"
"CT000236","","Mr. Kevin Kennedy","","32 Railway Street","","","ZA-3900","Richards Bay","ZA","","","","","FOREIGN","","ENU","RL","","mr.kevin.kennedy@contoso.com","","Person","Big 5 Video","CT000235","Mr.","Kevin","Kennedy","","","","","","","No"," ","COMPANY"
"CT000237","","Jewel Gold Mine","","24 Kempston Rd.","","","ZA-2000","Johannesburg","ZA","","","","","FOREIGN","ZAR","ENU","RL","","jewel.gold.mine@contoso.com","","Company","Jewel Gold Mine","CT000237","","","","","","","","","","No"," ","COMPANY"
"CT000238","","Mr. Craig Dewer","","24 Kempston Rd.","","","ZA-2000","Johannesburg","ZA","","","","","FOREIGN","","ENU","RL","","mr.craig.dewer@contoso.com","","Person","Jewel Gold Mine","CT000237","Mr.","Craig","Dewer","","","","","","","No"," ","COMPANY"
"CT000239","","Mountain Fisheries","","12 Curcuit Road","Mountain House","","ZA-8000","Cape Town","ZA","","","","","FOREIGN","ZAR","ENU","RL","","mountain.fisheries@contoso.com","","Company","Mountain Fisheries","CT000239","","","","","","","","","","No"," ","COMPANY"
"CT000240","","Mrs. Corinna Bolender","","12 Curcuit Road","Mountain House","","ZA-8000","Cape Town","ZA","","","","","FOREIGN","","ENU","RL","","mrs.corinna.bolender@contoso.com","","Person","Mountain Fisheries","CT000239","Mrs.","Corinna","Bolender","","","","","","","No"," ","COMPANY"
"CT000241","","Club Euroamis","","16 Rue de Berri","","","FR-44450","LA CHAPELLE BASSE MER","FR","","","","","FOREIGN","EUR","FRA","RL","","club.euroamis@contoso.com","","Company","Club Euroamis","CT000241","","","","","","","","","","No"," ","COMPANY"
"CT000242","","M. Francois GERARD","","16 Rue de Berri","","","FR-44450","LA CHAPELLE BASSE MER","FR","","","","","FOREIGN","","FRA","RL","","m.francois.gerard@contoso.com","","Person","Club Euroamis","CT000241","M.","Francois","GERARD","","","","","","","No"," ","COMPANY"
"CT000243","","Belle et Belle","","34 Rue du Dome","","","FR-50670","CASSEL","FR","","","","","FOREIGN","EUR","FRA","RL","","belle.et.belle@contoso.com","","Company","Belle et Belle","CT000243","","","","","","","","","","No"," ","COMPANY"
"CT000244","","Mme. Nicole CARON","","34 Rue du Dome","","","FR-50670","CASSEL","FR","","","","","FOREIGN","","FRA","RL","","mme.nicole.caron@contoso.com","","Person","Belle et Belle","CT000243","Mme.","Nicole","CARON","","","","","","","No"," ","COMPANY"
"CT000245","","Aranteaux Aliments","","3 Rue Grande","","","FR-83250","LA LONDE LES MAURES","FR","","","","","FOREIGN","EUR","FRA","RL","","aranteaux.aliments@contoso.com","","Company","Aranteaux Aliments","CT000245","","","","","","","","","","No"," ","COMPANY"
"CT000246","","M. Francois AJENSTAT","","3 Rue Grande","","","FR-83250","LA LONDE LES MAURES","FR","","","","","FOREIGN","","FRA","RL","","m.francois.ajenstat@contoso.com","","Person","Aranteaux Aliments","CT000245","M.","Francois","AJENSTAT","","","","","","","No"," ","COMPANY"
"CT000247","","Cronus Cardoxy Procurement","","Geradeausweg 77","","","DE-20097","Hamburg","DE","","","","","FOREIGN","EUR","DEU","JR","111111111","cronus.cardoxy.procurement@contoso.com","","Company","Cronus Cardoxy Procurement","CT000247","","","","","","","","","","No"," ","COMPANY"
"CT000248","","Cronus Cardoxy Sales","","Ligeudvej 24","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","DKK","DAN","JR","34192020","cronus.cardoxy.sales@contoso.com","","Company","Cronus Cardoxy Sales","CT000248","","","","","","","","","","No"," ","COMPANY"
"CT000249","","Cronus Cardoxy Procurement","","Geradeausweg 77","","","DE-20097","Hamburg","DE","","","","","FOREIGN","EUR","DEU","RL","111111111","cronus.cardoxy.procurement@contoso.com","","Company","Cronus Cardoxy Procurement","CT000249","","","","","","","","","","No"," ","COMPANY"
"CT000250","","Cronus Cardoxy Sales","","Ligeudvej 24","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","DKK","DAN","RL","34192020","cronus.cardoxy.sales@contoso.com","","Company","Cronus Cardoxy Sales","CT000250","","","","","","","","","","No"," ","COMPANY"
"CT000251","","Blanemark Hifi Shop","","28 Baker Street","","","W1 3AL","London","","","","","","","","","JR","","","","Company","Blanemark Hifi Shop","CT000251","","","","","","","","","","No"," ","COMPANY"
"CT000252","","Fairway Sound","","159 Fairway","","","W2 8HG","London","","","","","","","","","PS","","","","Company","Fairway Sound","CT000252","","","","","","","","","","No"," ","COMPANY"
"CT000253","","The Device Shop","","273 Basin Street","","","N16 34Z","London","","","","","","","","","PS","","","","Company","The Device Shop","CT000253","","","","","","","","","","No"," ","COMPANY"
"CT000254","","Grassblue Ltd.","","8 One Way","","","N12 5XY","London","","","","","","","","","RL","","","","Company","Grassblue Ltd.","CT000254","","","","","","","","","","No"," ","COMPANY"
"CT000255","","Electronics Ltd.","","354 Oxford Street","","","N16 34Z","London","","","","","","","","","RL","","","","Company","Electronics Ltd.","CT000255","","","","","","","","","","No"," ","COMPANY"
"CT000256","","WalkerHolland","","116 Kensington Road","","","WC1 3DG","London","","","","","","","","","RL","","","","Company","WalkerHolland","CT000256","","","","","","","","","","No"," ","COMPANY"
"CT000257","","","","","","","","","","","","","","","EUR","NLD","","","","","Company","","CT000257","","","","","","","","","","No"," ","COMPANY"
"CT000258","","","","","","","","","","","","","","","EUR","NLD","","","","","Company","","CT000258","","","","","","","","","","No"," ","COMPANY"
"CT000259","","","","","","","","","","","","","","","EUR","NLD","","","","","Company","","CT000259","","","","","","","","","","No"," ","COMPANY"
"CT000260","","","","","","","","","","","","","","","EUR","NLD","","","","","Company","","CT000260","","","","","","","","","","No"," ","COMPANY"
"CT000261","","","","","","","","","","","","","","","EUR","NLD","","","","","Company","","CT000261","","","","","","","","","","No"," ","COMPANY"
"CT000262","","","","","","","","","","","","","","","","ENG","","","","","Company","","CT000262","","","","","","","","","","No"," ","COMPANY"
"CT000263","","dsaasddsa","","1saddsasda","","","","","","","","","","","","","","","","","Company","dsaasddsa","CT000263","","","","","","","","","","No"," ","COMPANY"
"CT000264","","","","132213","","","","","","","","","","","","","","","","","Company","","CT000264","","","","","","","","","","No"," ","COMPANY"
"CT100001","","Eco Office Inc.","","Sgt. Millers Dirve","","","US-IL 61236","Chicago","US","","","","","FOREIGN","USD","ENU","AH","","eco.office.inc@contoso.com","","Company","Eco Office Inc.","CT100001","","","","","","","","","","No"," ","COMPANY"
"CT100002","","Christie Moon","","Sgt. Millers Dirve","","","US-IL 61236","Chicago","US","","","","","FOREIGN","USD","ENU","AH","","christie.moon@contoso.com","","Person","Eco Office Inc.","CT100001","Christie","","Moon","","","","","","J-MANA","No"," ","F-MAR"
"CT100003","","Capital Office Furnishings","","220 Richdale Ave","","","US-NY 11010","New York","US","","","","","FOREIGN","USD","ENU","RL","","capital.office.furnishings@contoso.com","","Company","Capital Office Furnishings","CT100003","","","","","","","","","","No"," ","COMPANY"
"CT100004","","Ergonomic Office Systems","","25 Kingston St","","","US-IL 61236","Chicago","US","","","","","FOREIGN","USD","ENU","RL","","ergonomic.office.systems@contoso.com","","Company","Ergonomic Office Systems","CT100004","","","","","","","","","","No"," ","COMPANY"
"CT100005","","Taylor"s Office Warehouse","","395 Westgate Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","USD","ENU","JR","","taylors.office.warehouse@contoso.com","","Company","Taylor"s Office Warehouse","CT100005","","","","","","","","","","No"," ","COMPANY"
"CT100006","","A. Gibson"s Law Firm","","2570 Swimthon Street","","","MO2 4RT","Manchester","GB","","","","","EANG","","ENG","AH","","a.gibsons.law.firm@contoso.com","","Company","A. Gibson"s Law Firm","CT100006","","","","","","","","","","No"," ","COMPANY"
"CT100007","","Officeland Of Manchester","","1120 Newport Ave","","","M61 2YG","Manchester","GB","","","","","LND","","ENG","MD","","officeland.of.manchester@contoso.com","","Company","Officeland Of Manchester","CT100007","","","","","","","","","","No"," ","COMPANY"
"CT100008","","TelecomPetit","","1240 Yield mark Street","","","N12 5XY","London","GB","","","","","MID","","ENG","RL","","telecompetit@contoso.com","","Company","TelecomPetit","CT100008","","","","","","","","","","No"," ","COMPANY"
"CT100009","","DHL Express","","810 South Newport Drive","","","NP5 6GH","Newport","GB","","","","","MID","","ENG","PS","","dhl.express@contoso.com","","Company","DHL Express","CT100009","","","","","","","","","","No"," ","COMPANY"
"CT100010","","National Wholesale Corp","","620 Ingridson Av","","","US-SC 27136","Columbia","US","","","","","FOREIGN","USD","ENU","MD","","national.wholesale.corp@contoso.com","","Company","National Wholesale Corp","CT100010","","","","","","","","","","No"," ","COMPANY"
"CT100011","","Add-ON Marketing","","435 Kingston Street","","","US-NY 11010","New York","US","","","","","FOREIGN","USD","ENU","DC","","add-on.marketing@contoso.com","","Company","Add-ON Marketing","CT100011","","","","","","","","","","No"," ","COMPANY"
"CT100012","","eAmericonda","","1558 23rd Street","","","US-NY 11010","New York","US","","","","","FOREIGN","USD","ENU","DC","","eamericonda@contoso.com","","Company","eAmericonda","CT100012","","","","","","","","","","No"," ","COMPANY"
"CT100013","","Rent a Truck","","210 Bimer Drive","","","PL14 5GB","Plymouth","GB","","","","","NW","","ENG","JR","","rent.a.truck@contoso.com","","Company","Rent a Truck","CT100013","","","","","","","","","","No"," ","COMPANY"
"CT100014","","Lynda McNeal, Inc","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","USD","ENU","AH","","lynda.mcneal.inc@contoso.com","","Company","Lynda McNeal, Inc","CT100014","","","","","","","","","J-MANA","No"," ","COMPANY"
"CT100015","","Triplelight Studio","","34 Johnson Street","","","SA3 7HI","Stratford","GB","","","","","SCOT","","ENG","AH","","triplelight.studio@contoso.com","","Company","Triplelight Studio","CT100015","","","","","","","","","","No"," ","COMPANY"
"CT100016","","DanMøbler","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","DKK","DAN","RL","","danmobler@contoso.com","","Company","DanMøbler","CT100016","","","","","","","","","","No"," ","COMPANY"
"CT100017","","Furnitures At Work","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","furnitures.at.work@contoso.com","","Company","Furnitures At Work","CT100017","","","","","","","","","","No"," ","COMPANY"
"CT100018","","UpTownSvea","","Orkestergatan 24","","","SE-415 06","Goteborg","SE","","","","","FOREIGN","SEK","SVE","RL","","uptownsvea@contoso.com","","Company","UpTownSvea","CT100018","","","","","","","","","","No"," ","COMPANY"
"CT100019","","WoodImex Ltd","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","DKK","DAN","BD","","woodimex.ltd@contoso.com","","Company","WoodImex Ltd","CT100019","","","","","","","","","","No"," ","COMPANY"
"CT100120","","Patrick Sands","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","AH","","patrick.sands@contoso.com","","Person","Lynda McNeal, Inc","CT100014","Patrick","","Sands","","","","","","","No"," ","M"
"CT100121","","Sussie Leth","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","sussie.leth@contoso.com","","Person","WoodImex Ltd","CT100019","Sussie","","Leth","","","","","","","No"," ","F-MAR"
"CT100122","","Michael Graff","","Süderweg 15","","","DE-20097","Hamburg","DE","","","","","FOREIGN","","DEU","RL","","michael.graff@contoso.com","","Person","VAG - Jürgensen","CT000201","Michael","","Graff","","","","","","","No"," ","M"
"CT100123","","Karolina Kacprzak","","Krausova 125","","","CZ-697 01","Kyjov","CZ","","","","","FOREIGN","","CSY","RL","","karolina.kacprzak@contoso.com","","Person","TON s.r.o.","CT000176","Karolina","","Kacprzak","","","","","","","No"," ","F-MAR"
"CT100124","","Adam Barr","","457 Lordship Lane","","","NP5 6GH","Newport","GB","","","","","SE","","ENG","MD","","adam.barr@contoso.com","","Person","Lordship Lane Furnishers","CT100240","Adam","","Barr","","","","","","","No"," ","M"
"CT100125","","Andrew Lan","","Ringwood Road","","","M61 2YG","Manchester","GB","","","","","S","","ENG","DC","","andrew.lan@contoso.com","","Person","Cane Showroom","CT100239","Andrew","","Lan","","","","","","","No"," ","M"
"CT100126","","Tracy Tallman","","Carmunnock By-Pass Busby","","","TQ17 8HB","Brixham","GB","","","","","SE","","ENG","RL","","tracy.tallman@contoso.com","","Person","Compohandler Ltd","CT100243","Tracy","","Tallman","","","","","","","No"," ","F-MAR"
"CT100127","","Barbara Moreland","","Carmunnock By-Pass Busby","","","TQ17 8HB","Brixham","GB","","","","","SE","","ENG","RL","","barbara.moreland@contoso.com","","Person","Compohandler Ltd","CT100243","Barbara","","Moreland","","","","","","","No"," ","F-MAR"
"CT100128","","Mark Harrington","","10 North Lake Avenue","","","N12 5XY","London","GB","","","","","LND","","ENG","RL","","mark.harrington@contoso.com","","Person","London Postmaster","CT000128","Mark","","Harrington","","","","","","","No"," ","M"
"CT100129","","Stephanie Conroy","","Tower Road","","","TA3 4FD","Newquay","GB","","","","","N","","ENG","DC","","stephanie.conroy@contoso.com","","Person","TenTails Direct Ltd","CT100245","Stephanie","","Conroy","","","","","","","No"," ","F-MAR"
"CT100130","","Brannon Jones","","92-94 West St Bedminster","","","SA1 2HS","Swansea","GB","","","","","NE","","ENG","DC","","brannon.jones@contoso.com","","Person","OK Furnishers","CT100244","Brannon","","Jones","","","","","","","No"," ","M"
"CT100131","","Kevin F. Browne","","210 Bimer Drive","","","PL14 5GB","Plymouth","GB","","","","","NW","","ENG","JR","","kevin.f.browne@contoso.com","","Person","Rent a Truck","CT100013","Kevin","F.","Browne","","","","","","","No"," ","M"
"CT100132","","Andrew Cencini","","612 South Sunset Drive","","FL","US-FL 37125","Miami","US","","","","","FOREIGN","","ENU","JR","","andrew.cencini@contoso.com","","Person","Spotsmeyer's Furnishings","CT000017","Andrew","","Cencini","","","","","","","No"," ","M"
"CT100133","","Tony Madigan","","Orkestergatan 24","","","SE-415 06","Goteborg","SE","","","","","FOREIGN","","SVE","RL","","tony.madigan@contoso.com","","Person","UpTownSvea","CT100018","Tony","","Madigan","","","","","","","No"," ","M"
"CT100134","","Julia Moseley","","High Street Ripley","","","PO21 6HG","Southsea, Portsmouth","GB","","","","","SW","","ENG","PS","","julia.moseley@contoso.com","","Person","Wyllie & Mar","CT100242","Julia","","Moseley","","","","","","","No"," ","F-MAR"
"CT100135","","Andreas Berglund","","Sjöhagsgatan 7","","","SE-852 33","Sundsvall","SE","","","","","FOREIGN","","SVE","RL","","andreas.berglund@contoso.com","","Person","Viksjö Snickerifabrik AB","CT000193","Andreas","","Berglund","","","","","","","No"," ","M"
"CT100136","","Diane Tibbott","","395 Westgate Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","JR","","diane.tibbott@contoso.com","","Person","Taylor"s Office Warehouse","CT100005","Diane","","Tibbott","","","","","","","No"," ","F-MAR"
"CT100137","","Enrique Gil Gomez","","c/ Neptuno 18","","","ES-37001","Salamanca","ES","","","","","FOREIGN","","ESP","RL","","enrique.gil.gomez@contoso.com","","Person","Subacqua","CT000156","Enrique","Gil","Gomez","","","","","","","No"," ","M"
"CT100138","","Matthias Berndt","","Seedamm 18","","","CH-6343","Rotkreuz","CH","","","","","FOREIGN","","DES","RL","","matthias.berndt@contoso.com","","Person","Technische Betriebe Rotkreuz","CT000210","Matthias","","Berndt","","","","","","","No"," ","M"
"CT100139","","Katie Jordan","","395 Westgate Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","JR","","katie.jordan@contoso.com","","Person","Taylor"s Office Warehouse","CT100005","Katie","","Jordan","","","","","","","No"," ","F-MAR"
"CT100140","","David Hodgson","","192 Market Square","","","B27 4KT","Birmingham","GB","","","","","MID","","ENG","PS","","david.hodgson@contoso.com","","Person","The Cannon Group PLC","CT000007","David","","Hodgson","","","","","","","No"," ","M"
"CT100141","","John Tippett","","8 Grovenors Park","","","N16 34Z","London","GB","","","","","LND","","ENG","RL","","john.tippett@contoso.com","","Person","Boybridge Tool Mart","CT000206","John","","Tippett","","","","","","","No"," ","M"
"CT100142","","Susan W. Eaton","","High Street Ripley","","","PO21 6HG","Southsea, Portsmouth","GB","","","","","SW","","ENG","PS","","susan.w.eaton@contoso.com","","Person","Wyllie & Mar","CT100242","Susan","W.","Eaton","","","","","","","No"," ","F-MAR"
"CT100143","","Michael Patten","","Tower Road","","","TA3 4FD","Newquay","GB","","","","","N","","ENG","DC","","michael.patten@contoso.com","","Person","TenTails Direct Ltd","CT100245","Michael","","Patten","","","","","","","No"," ","M"
"CT100144","","Erik Ismert","","Reykjavikurvegi 66","","","IS-220","Hafnafjordur","IS","","","","","FOREIGN","","ISL","JR","","erik.ismert@contoso.com","","Person","Gagn & Gaman","CT000043","Erik","","Ismert","","","","","","","No"," ","M"
"CT100145","","Michael Lund","","Tylö Fackhandel","","","SE-302 50","Halmstad","SE","","","","","FOREIGN","","SVE","JR","","michael.lund@contoso.com","","Person","Marsholm Karmstol","CT000073","Michael","","Lund","","","","","","","No"," ","M"
"CT100146","","Brian Burke","","43 Industrial Heights","","","SA3 7HI","Stratford","GB","","","","","MID","","ENG","RL","","brian.burke@contoso.com","","Person","Mortimor Car Company","CT000216","Brian","","Burke","","","","","","","No"," ","M"
"CT100147","","John Evans","","457 Lordship Lane","","","NP5 6GH","Newport","GB","","","","","SE","","ENG","MD","","john.evans@contoso.com","","Person","Lordship Lane Furnishers","CT100240","John","","Evans","","","","","","","No"," ","M"
"CT100148","","Monica Brink","","Vijfpoortenweg 71","","","NL-6827 BP","Arnhem","NL","","","","","FOREIGN","","NLD","JR","","monica.brink@contoso.com","","Person","Meersen Meubelen","CT000025","Monica","","Brink","","","","","","","No"," ","F"
"CT100149","","Christian Kleinerman","","Straße 33, Obj. 11","","","AT-2355","Wr. Neudorf","AT","","","","","FOREIGN","","DEA","JR","","christian.kleinerman@contoso.com","","Person","Michael Feit - Möbelhaus","CT000061","Christian","","Kleinerman","","","","","","","No"," ","M"
"CT100150","","Heidi Steen","","Vivendelveien 17","","","NO-1400","Ski","NO","","","","","FOREIGN","","NOR","RL","","heidi.steen@contoso.com","","Person","Møbelhuset AS","CT000195","Heidi","","Steen","","","","","","","No"," ","F"
"CT100151","","Benjamin Martin","","Tylö Fackhandel","","","SE-302 50","Halmstad","SE","","","","","FOREIGN","","SVE","JR","","benjamin.martin@contoso.com","","Person","Marsholm Karmstol","CT000073","Benjamin","","Martin","","","","","","","No"," ","M"
"CT100152","","Belinda Newman","","705 West Peachtree Street","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","JR","","belinda.newman@contoso.com","","Person","New Concepts Furniture","CT000021","Belinda","","Newman","","","","","","","No"," ","F-MAR"
"CT100153","","Gregory Weber","","4 Baker Street","","","W1 3AL","London","GB","","","","","EANG","","ENG","JR","","gregory.weber@contoso.com","","Person","New Bank of London","CT000001","Gregory","","Weber","","","","","","","No"," ","M"
"CT100154","","Linda Contreras","","210 Bimer Drive","","","PL14 5GB","Plymouth","GB","","","","","NW","","ENG","JR","","linda.contreras@contoso.com","","Person","Rent a Truck","CT100013","Linda","","Contreras","","","","","","","No"," ","F-MAR"
"CT100155","","Frank Zhang","","395 Westgate Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","JR","","frank.zhang@contoso.com","","Person","Taylor"s Office Warehouse","CT100005","Frank","","Zhang","","","","","","","No"," ","M"
